Index,Label,Name,Role
101,Praying_Nun/icon_118034_614552bfbe.jpg,Praying Nun,Support
102,Praying_Nun/icon_117034_0f2e36fb57.jpg,Praying Nun,Support
103,Praying_Nun/icon_101034_8c4d8d6980.jpg,Praying Nun,Support
104,Praying_Nun/icon_116034_fa2d6bacb7.jpg,Praying Nun,Support
105,Praying_Nun/icon_113034_a1042893d9.jpg,Praying Nun,Support
106,Praying_Nun/icon_106034_675c8dc8bc.jpg,Praying Nun,Support
107,Praying_Nun/icon_112034_03913941dd.jpg,Praying Nun,Support
108,Praying_Nun/icon_107034_be86ce1a1a.jpg,Praying Nun,Support
109,Praying_Nun/icon_110034_ad28084c63.jpg,Praying Nun,Support
110,Praying_Nun/icon_109034_8119873e62.jpg,Praying Nun,Support
111,Praying_Nun/icon_111034_66fcd5b445.jpg,Praying Nun,Support
112,Praying_Nun/icon_108034_d6851eae1b.jpg,Praying Nun,Support
113,Praying_Nun/icon_104034_2e2a2fbfde.jpg,Praying Nun,Support
114,Praying_Nun/icon_115034_44c1248d93.jpg,Praying Nun,Support
115,Praying_Nun/icon_105034_fd72590bf0.jpg,Praying Nun,Support
116,Praying_Nun/icon_114034_cf3ec71eb5.jpg,Praying Nun,Support
117,Praying_Nun/icon_120034_1071f9fddd.jpg,Praying Nun,Support
118,Praying_Nun/icon_119034_e6ed2a379a.jpg,Praying Nun,Support
119,Praying_Nun/icon_103034_cc113d0cae.jpg,Praying Nun,Support
120,Devils_Follower/icon_103028_a3dac338e8.jpg,Devils Follower,Dame
121,Devils_Follower/icon_112028_982473c481.jpg,Devils Follower,Dame
122,Devils_Follower/icon_115028_11036c0c81.jpg,Devils Follower,Dame
123,Devils_Follower/icon_102028_238dae7950.jpg,Devils Follower,Dame
124,Devils_Follower/icon_119028_6d918e6237.jpg,Devils Follower,Dame
125,Devils_Follower/icon_101028_3e4a3d6f75.jpg,Devils Follower,Dame
126,Devils_Follower/icon_106028_c7e244fe53.jpg,Devils Follower,Dame
127,Devils_Follower/icon_118028_fe40c6592c.jpg,Devils Follower,Dame
128,Devils_Follower/icon_111028_365d81cb05.jpg,Devils Follower,Dame
129,Devils_Follower/icon_109028_f095e697ec.jpg,Devils Follower,Dame
130,Devils_Follower/icon_110028_8885fa776d.jpg,Devils Follower,Dame
131,Devils_Follower/icon_105028_c9da09a8d6.jpg,Devils Follower,Dame
132,Devils_Follower/icon_116028_9e93476efb.jpg,Devils Follower,Dame
133,Devils_Follower/icon_107028_58567924a6.jpg,Devils Follower,Dame
134,Devils_Follower/icon_113028_12ec90485e.jpg,Devils Follower,Dame
135,Devils_Follower/icon_104028_8c5038f31f.jpg,Devils Follower,Dame
136,Devils_Follower/icon_120028_1acf449016.jpg,Devils Follower,Dame
137,Devils_Follower/icon_117028_fecce78ca7.jpg,Devils Follower,Dame
138,Devils_Follower/icon_114028_892201fa8f.jpg,Devils Follower,Dame
139,Devils_Follower/icon_108028_511df40012.jpg,Devils Follower,Dame
140,Guardian_Angel/icon_101008_bd0a9a4362.jpg,Guardian Angel,Tank
141,Guardian_Angel/icon_116008_f1234b55ac.jpg,Guardian Angel,Tank
142,Guardian_Angel/icon_105008_837199c680.jpg,Guardian Angel,Tank
143,Guardian_Angel/icon_109008_afe252580d.jpg,Guardian Angel,Tank
144,Guardian_Angel/icon_110008_02cbbf5216.jpg,Guardian Angel,Tank
145,Guardian_Angel/icon_117008_8455e46da0.jpg,Guardian Angel,Tank
146,Guardian_Angel/icon_115008_f9e19012e8.jpg,Guardian Angel,Tank
147,Guardian_Angel/icon_119008_2182725c7c.jpg,Guardian Angel,Tank
148,Guardian_Angel/icon_107008_c955aa5f4a.jpg,Guardian Angel,Tank
149,Guardian_Angel/icon_106008_cb512c830f.jpg,Guardian Angel,Tank
150,Guardian_Angel/icon_112008_27692103de.jpg,Guardian Angel,Tank
151,Guardian_Angel/icon_104008_3d2bd9ea51.jpg,Guardian Angel,Tank
152,Guardian_Angel/icon_108008_c0fbba5bc8.jpg,Guardian Angel,Tank
153,Guardian_Angel/icon_118008_f12a90685a.jpg,Guardian Angel,Tank
154,Guardian_Angel/icon_113008_4980c0ea04.jpg,Guardian Angel,Tank
155,Guardian_Angel/icon_103008_f850b0d538.jpg,Guardian Angel,Tank
156,Guardian_Angel/icon_111008_6ea93b76b5.jpg,Guardian Angel,Tank
157,Guardian_Angel/icon_114008_a9f01973c2.jpg,Guardian Angel,Tank
158,Guardian_Angel/icon_120008_a7bc4dcb95.jpg,Guardian Angel,Tank
159,Guardian_Angel/icon_102008_1bfc31981f.jpg,Guardian Angel,Tank
160,Combat_Queen/icon_102009_e02a54956c.jpg,Combat Queen,Tank
161,Combat_Queen/icon_104009_405de7221d.jpg,Combat Queen,Tank
162,Combat_Queen/icon_106009_9a5e19589c.jpg,Combat Queen,Tank
163,Combat_Queen/icon_111009_91db389fc3.jpg,Combat Queen,Tank
164,Combat_Queen/icon_117009_382e8f1053.jpg,Combat Queen,Tank
165,Combat_Queen/icon_116009_76856e5ae1.jpg,Combat Queen,Tank
166,Combat_Queen/icon_110009_f97dfead9a.jpg,Combat Queen,Tank
167,Combat_Queen/icon_120009_e04cc5aad8.jpg,Combat Queen,Tank
168,Combat_Queen/icon_113009_b314ea0728.jpg,Combat Queen,Tank
169,Combat_Queen/icon_112009_237c8b9f3f.jpg,Combat Queen,Tank
170,Combat_Queen/icon_118009_84bab00e0a.jpg,Combat Queen,Tank
171,Combat_Queen/icon_115009_790eac71ec.jpg,Combat Queen,Tank
172,Combat_Queen/icon_101009_64bac92ae7.jpg,Combat Queen,Tank
173,Combat_Queen/icon_107009_48bd5f8b33.jpg,Combat Queen,Tank
174,Combat_Queen/icon_114009_c00e0ee852.jpg,Combat Queen,Tank
175,Combat_Queen/icon_105009_b18649f704.jpg,Combat Queen,Tank
176,Combat_Queen/icon_109009_426552846d.jpg,Combat Queen,Tank
177,Combat_Queen/icon_119009_15b1a48aa1.jpg,Combat Queen,Tank
178,Combat_Queen/icon_103009_c6b8b8da2e.jpg,Combat Queen,Tank
179,Combat_Queen/icon_108009_f44662b9bc.jpg,Combat Queen,Tank
180,Field_Medic/icon_116048_f82eddd4bb.jpg,Field Medic,Support
181,Field_Medic/icon_115048_8e46b5afc6.jpg,Field Medic,Support
182,Field_Medic/icon_112048_f077e0cf77.jpg,Field Medic,Support
183,Field_Medic/icon_105048_6eb0b4064f.jpg,Field Medic,Support
184,Field_Medic/icon_108048_29c9741049.jpg,Field Medic,Support
185,Field_Medic/icon_107048_45a6f81583.jpg,Field Medic,Support
186,Field_Medic/icon_104048_769a3edcf0.jpg,Field Medic,Support
187,Field_Medic/icon_120048_a03029d51a.jpg,Field Medic,Support
188,Field_Medic/icon_113048_a85d0ebb85.jpg,Field Medic,Support
189,Field_Medic/icon_114048_bd792b3932.jpg,Field Medic,Support
190,Field_Medic/icon_103048_b978694c8e.jpg,Field Medic,Support
191,Field_Medic/icon_111048_03897ba1ea.jpg,Field Medic,Support
192,Field_Medic/icon_117048_6097dee106.jpg,Field Medic,Support
193,Field_Medic/icon_102048_86cd06d97b.jpg,Field Medic,Support
194,Field_Medic/icon_106048_2cf951cfb5.jpg,Field Medic,Support
195,Field_Medic/icon_118048_dd16133f6d.jpg,Field Medic,Support
196,Field_Medic/icon_109048_767e252cee.jpg,Field Medic,Support
197,Field_Medic/icon_119048_16a41ac73c.jpg,Field Medic,Support
198,Field_Medic/icon_110048_da66ad6b9d.jpg,Field Medic,Support
199,Field_Medic/icon_101048_048c76fa41.jpg,Field Medic,Support
200,Faith_Healer/icon_107038_38c61c74ff.jpg,Faith Healer,Support
201,Faith_Healer/icon_119038_81489261f5.jpg,Faith Healer,Support
202,Faith_Healer/icon_101038_5e62faa7b0.jpg,Faith Healer,Support
203,Faith_Healer/icon_111038_d335395c22.jpg,Faith Healer,Support
204,Faith_Healer/icon_115038_1f4417ff70.jpg,Faith Healer,Support
205,Faith_Healer/icon_118038_a8e3440497.jpg,Faith Healer,Support
206,Faith_Healer/icon_102038_4110d82b2e.jpg,Faith Healer,Support
207,Faith_Healer/icon_114038_41c6ecbc01.jpg,Faith Healer,Support
208,Faith_Healer/icon_103038_07cf7373d9.jpg,Faith Healer,Support
209,Faith_Healer/icon_106038_c940f6ceab.jpg,Faith Healer,Support
210,Faith_Healer/icon_112038_1ec448e3a6.jpg,Faith Healer,Support
211,Faith_Healer/icon_108038_3550251f91.jpg,Faith Healer,Support
212,Faith_Healer/icon_120038_21d38ffdf1.jpg,Faith Healer,Support
213,Faith_Healer/icon_104038_3200176cba.jpg,Faith Healer,Support
214,Faith_Healer/icon_105038_17f2c6bc4a.jpg,Faith Healer,Support
215,Faith_Healer/icon_110038_b58931583e.jpg,Faith Healer,Support
216,Faith_Healer/icon_113038_921b60afdf.jpg,Faith Healer,Support
217,Faith_Healer/icon_109038_da2b1dff16.jpg,Faith Healer,Support
218,Faith_Healer/icon_117038_7d5a1d6e74.jpg,Faith Healer,Support
219,Faith_Healer/icon_116038_4f07bd7c12.jpg,Faith Healer,Support
220,Iron_Lady/icon_117001_088f961616.jpg,Iron Lady,Tank
221,Iron_Lady/icon_103001_82045daaa0.jpg,Iron Lady,Tank
222,Iron_Lady/icon_116001_ae481e5c5b.jpg,Iron Lady,Tank
223,Iron_Lady/icon_105001_ef579b8033.jpg,Iron Lady,Tank
224,Iron_Lady/icon_118001_5d842417b5.jpg,Iron Lady,Tank
225,Iron_Lady/icon_110001_488a692711.jpg,Iron Lady,Tank
226,Iron_Lady/icon_106001_61fe3e7b5d.jpg,Iron Lady,Tank
227,Iron_Lady/icon_108001_70424817a5.jpg,Iron Lady,Tank
228,Iron_Lady/icon_114001_0bb27a6ebf.jpg,Iron Lady,Tank
229,Iron_Lady/icon_120001_0d4ef8ef8d.jpg,Iron Lady,Tank
230,Iron_Lady/icon_109001_64dd608c51.jpg,Iron Lady,Tank
231,Iron_Lady/icon_119001_0b94519632.jpg,Iron Lady,Tank
232,Iron_Lady/icon_107001_e2384dd39f.jpg,Iron Lady,Tank
233,Iron_Lady/icon_101001_d570ae9e06.jpg,Iron Lady,Tank
234,Iron_Lady/icon_115001_930b649b3a.jpg,Iron Lady,Tank
235,Iron_Lady/icon_102001_608d8b55de.jpg,Iron Lady,Tank
236,Iron_Lady/icon_113001_1dde4e44d3.jpg,Iron Lady,Tank
237,Iron_Lady/icon_111001_126c4cabea.jpg,Iron Lady,Tank
238,Iron_Lady/icon_104001_22f1a7c3c9.jpg,Iron Lady,Tank
239,Iron_Lady/icon_112001_48490063bc.jpg,Iron Lady,Tank
240,Loan_Shark/screenshot_1704357410.jpg,Loan Shark,Dame
241,Loan_Shark/screenshot_1704357418.jpg,Loan Shark,Dame
242,Loan_Shark/screenshot_1704357650.jpg,Loan Shark,Dame
243,Loan_Shark/screenshot_1704357399.jpg,Loan Shark,Dame
244,Loan_Shark/screenshot_1704357631.jpg,Loan Shark,Dame
245,Loan_Shark/screenshot_1704357428.jpg,Loan Shark,Dame
246,Loan_Shark/screenshot_1704357387.jpg,Loan Shark,Dame
247,Loan_Shark/screenshot_1704357609.jpg,Loan Shark,Dame
248,Loan_Shark/screenshot_1704357562.jpg,Loan Shark,Dame
249,Loan_Shark/screenshot_1704357573.jpg,Loan Shark,Dame
250,Loan_Shark/screenshot_1704357590.jpg,Loan Shark,Dame
251,Loan_Shark/screenshot_1704357600.jpg,Loan Shark,Dame
252,Loan_Shark/screenshot_1704357618.jpg,Loan Shark,Dame
253,Loan_Shark/screenshot_1704357368.jpg,Loan Shark,Dame
254,Loan_Shark/screenshot_1704357378.jpg,Loan Shark,Dame
255,Loan_Shark/screenshot_1704357553.jpg,Loan Shark,Dame
256,Loan_Shark/screenshot_1704357582.jpg,Loan Shark,Dame
257,Loan_Shark/screenshot_1704357351.jpg,Loan Shark,Dame
258,Loan_Shark/screenshot_1704357639.jpg,Loan Shark,Dame
259,Loan_Shark/screenshot_1704357534.jpg,Loan Shark,Dame
260,Deadly_Nightshade/icon_105018_ea365fa2d0.jpg,Deadly Nightshade,Dame
261,Deadly_Nightshade/icon_106018_d73466fcc1.jpg,Deadly Nightshade,Dame
262,Deadly_Nightshade/icon_118018_f0b8c76675.jpg,Deadly Nightshade,Dame
263,Deadly_Nightshade/icon_116018_6ffd332ac1.jpg,Deadly Nightshade,Dame
264,Deadly_Nightshade/icon_115018_2f8d105a72.jpg,Deadly Nightshade,Dame
265,Deadly_Nightshade/icon_101018_89bff90fa3.jpg,Deadly Nightshade,Dame
266,Deadly_Nightshade/icon_120018_b9627c3d59.jpg,Deadly Nightshade,Dame
267,Deadly_Nightshade/icon_111018_655baa62d2.jpg,Deadly Nightshade,Dame
268,Deadly_Nightshade/icon_112018_be72a5c5ad.jpg,Deadly Nightshade,Dame
269,Deadly_Nightshade/icon_107018_0b3b3d7cb8.jpg,Deadly Nightshade,Dame
270,Deadly_Nightshade/icon_117018_19a4cdc2ad.jpg,Deadly Nightshade,Dame
271,Deadly_Nightshade/icon_108018_6ded4c19d1.jpg,Deadly Nightshade,Dame
272,Deadly_Nightshade/icon_103018_4da45d9084.jpg,Deadly Nightshade,Dame
273,Deadly_Nightshade/icon_104018_228e81872a.jpg,Deadly Nightshade,Dame
274,Deadly_Nightshade/icon_102018_17b9bf8fb7.jpg,Deadly Nightshade,Dame
275,Deadly_Nightshade/icon_109018_0f8b048114.jpg,Deadly Nightshade,Dame
276,Deadly_Nightshade/icon_119018_6c23fb489c.jpg,Deadly Nightshade,Dame
277,Deadly_Nightshade/icon_110018_9f88a43c25.jpg,Deadly Nightshade,Dame
278,Deadly_Nightshade/icon_113018_2cd9ac6da4.jpg,Deadly Nightshade,Dame
279,Deadly_Nightshade/icon_114018_03473fe961.jpg,Deadly Nightshade,Dame
280,Professor_Dark_Matter/screenshot_1704354618.jpg,Professor Dark Matter,Dame
281,Professor_Dark_Matter/screenshot_1704354484.jpg,Professor Dark Matter,Dame
282,Professor_Dark_Matter/screenshot_1704354639.jpg,Professor Dark Matter,Dame
283,Professor_Dark_Matter/screenshot_1704354567.jpg,Professor Dark Matter,Dame
284,Professor_Dark_Matter/screenshot_1704354558.jpg,Professor Dark Matter,Dame
285,Professor_Dark_Matter/screenshot_1704354518.jpg,Professor Dark Matter,Dame
286,Professor_Dark_Matter/screenshot_1704354457.jpg,Professor Dark Matter,Dame
287,Professor_Dark_Matter/screenshot_1704354597.jpg,Professor Dark Matter,Dame
288,Professor_Dark_Matter/screenshot_1704354473.jpg,Professor Dark Matter,Dame
289,Professor_Dark_Matter/screenshot_1704354659.jpg,Professor Dark Matter,Dame
290,Professor_Dark_Matter/screenshot_1704354494.jpg,Professor Dark Matter,Dame
291,Professor_Dark_Matter/screenshot_1704354547.jpg,Professor Dark Matter,Dame
292,Professor_Dark_Matter/screenshot_1704354584.jpg,Professor Dark Matter,Dame
293,Professor_Dark_Matter/screenshot_1704354527.jpg,Professor Dark Matter,Dame
294,Professor_Dark_Matter/screenshot_1704354650.jpg,Professor Dark Matter,Dame
295,Professor_Dark_Matter/screenshot_1704354609.jpg,Professor Dark Matter,Dame
296,Professor_Dark_Matter/screenshot_1704354536.jpg,Professor Dark Matter,Dame
297,Professor_Dark_Matter/screenshot_1704354575.jpg,Professor Dark Matter,Dame
298,Professor_Dark_Matter/screenshot_1704354507.jpg,Professor Dark Matter,Dame
299,Professor_Dark_Matter/screenshot_1704354626.jpg,Professor Dark Matter,Dame
300,Meditating_Master/icon_105019_866c339da5.jpg,Meditating Master,Dame
301,Meditating_Master/icon_115019_14c58e5c3f.jpg,Meditating Master,Dame
302,Meditating_Master/icon_107019_326e0469e4.jpg,Meditating Master,Dame
303,Meditating_Master/icon_101019_23980e7686.jpg,Meditating Master,Dame
304,Meditating_Master/icon_109019_89b44f2281.jpg,Meditating Master,Dame
305,Meditating_Master/icon_118019_c8dd89049e.jpg,Meditating Master,Dame
306,Meditating_Master/icon_119019_95213c0ec8.jpg,Meditating Master,Dame
307,Meditating_Master/icon_114019_65f2d87f47.jpg,Meditating Master,Dame
308,Meditating_Master/icon_110019_543d99cb09.jpg,Meditating Master,Dame
309,Meditating_Master/icon_102019_6895c7dfcf.jpg,Meditating Master,Dame
310,Meditating_Master/icon_120019_bb2b34dcd6.jpg,Meditating Master,Dame
311,Meditating_Master/icon_108019_74af6d0176.jpg,Meditating Master,Dame
312,Meditating_Master/icon_117019_8562d2b528.jpg,Meditating Master,Dame
313,Meditating_Master/icon_103019_b742be1786.jpg,Meditating Master,Dame
314,Meditating_Master/icon_106019_8f776da8a4.jpg,Meditating Master,Dame
315,Meditating_Master/icon_112019_737f776bc1.jpg,Meditating Master,Dame
316,Meditating_Master/icon_113019_66dbdd1a9e.jpg,Meditating Master,Dame
317,Meditating_Master/icon_116019_45fefcf1fc.jpg,Meditating Master,Dame
318,Meditating_Master/icon_111019_607fe14229.jpg,Meditating Master,Dame
319,Meditating_Master/icon_104019_4b18d0351f.jpg,Meditating Master,Dame
320,Lone_Werewolf/icon_115010_025f843640.jpg,Lone Werewolf,Tank
321,Lone_Werewolf/icon_107010_c9174c50ab.jpg,Lone Werewolf,Tank
322,Lone_Werewolf/icon_101010_cf4558fa96.jpg,Lone Werewolf,Tank
323,Lone_Werewolf/icon_104010_46f69f680c.jpg,Lone Werewolf,Tank
324,Lone_Werewolf/icon_108010_7aef8837fc.jpg,Lone Werewolf,Tank
325,Lone_Werewolf/icon_118010_92cf4fcd40.jpg,Lone Werewolf,Tank
326,Lone_Werewolf/icon_112010_5b5ed625c9.jpg,Lone Werewolf,Tank
327,Lone_Werewolf/icon_111010_dfb69aa801.jpg,Lone Werewolf,Tank
328,Lone_Werewolf/icon_120010_a19cd45d6c.jpg,Lone Werewolf,Tank
329,Lone_Werewolf/icon_106010_f485389062.jpg,Lone Werewolf,Tank
330,Lone_Werewolf/icon_103010_835abc52bf.jpg,Lone Werewolf,Tank
331,Lone_Werewolf/icon_109010_9bda7b1cca.jpg,Lone Werewolf,Tank
332,Lone_Werewolf/icon_105010_9eb1894a52.jpg,Lone Werewolf,Tank
333,Lone_Werewolf/icon_119010_7f99c009fa.jpg,Lone Werewolf,Tank
334,Lone_Werewolf/icon_113010_392f082a09.jpg,Lone Werewolf,Tank
335,Lone_Werewolf/icon_110010_3fa567b50e.jpg,Lone Werewolf,Tank
336,Lone_Werewolf/icon_114010_a62f0e1787.jpg,Lone Werewolf,Tank
337,Lone_Werewolf/icon_116010_0b860f12c1.jpg,Lone Werewolf,Tank
338,Lone_Werewolf/icon_102010_4a1fc7d541.jpg,Lone Werewolf,Tank
339,Black_Sapphire/icon_115004_a1bcd292b5.jpg,Black Sapphire,Tank
340,Black_Sapphire/icon_111004_08165e7c9d.jpg,Black Sapphire,Tank
341,Black_Sapphire/icon_103004_5374592719.jpg,Black Sapphire,Tank
342,Black_Sapphire/icon_116004_34ff8bd41b.jpg,Black Sapphire,Tank
343,Black_Sapphire/icon_120004_97d64c6549.jpg,Black Sapphire,Tank
344,Black_Sapphire/icon_106004_1db2cdbd15.jpg,Black Sapphire,Tank
345,Black_Sapphire/icon_109004_db85e05789.jpg,Black Sapphire,Tank
346,Black_Sapphire/icon_110004_6787a6b1f3.jpg,Black Sapphire,Tank
347,Black_Sapphire/icon_101004_c8be2c626d.jpg,Black Sapphire,Tank
348,Black_Sapphire/icon_114004_88059bcd46.jpg,Black Sapphire,Tank
349,Black_Sapphire/icon_108004_e46fb69764.jpg,Black Sapphire,Tank
350,Black_Sapphire/icon_102004_66b923025f.jpg,Black Sapphire,Tank
351,Black_Sapphire/icon_119004_773de41a3e.jpg,Black Sapphire,Tank
352,Black_Sapphire/icon_107004_90f728b714.jpg,Black Sapphire,Tank
353,Black_Sapphire/icon_117004_e3c71ce920.jpg,Black Sapphire,Tank
